Flag Tsunami,Year,Month,Day,Coordinates,Latitude,Longitude,EQ Primary,Country,State,Location name,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Coordinates
,1999,09,30,"16.059, -96.931",16.059,-96.931,7.5,MEXICO,,MEXICO:  OAXACA,35,Few (~1 to 50 deaths),,,215,Many (~101 to 1000 deaths),164.8,EXTREME (~$25 million or more),,,2000,Very Many (~1001 or more houses),35,Few (~1 to 50 deaths),,,215,Many (~101 to 1000 deaths),164.800,EXTREME (~$25 million or more),,,2000,Very Many (~1001 or more houses),"16.059, -96.931"
,1999,10,16,"34.594, -116.271",34.594,-116.271,7.2,USA,CA,"CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS",,,,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"34.594, -116.271"
,1999,11,12,"40.758, 31.161",40.758,31.161,7.2,TURKEY,,"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",894,Many (~101 to 1000 deaths),,,4948,Very Many (~1001 or more deaths),1000,EXTREME (~$25 million or more),,,,,894,Many (~101 to 1000 deaths),,,4948,Very Many (~1001 or more deaths),1000.000,EXTREME (~$25 million or more),,,,,"40.758, 31.161"
Tsunami,1999,11,26,"-16.423, 168.214",-16.423,168.214,7.5,VANUATU,,VANUATU ISLANDS:  PENTECOST,5,Few (~1 to 50 deaths),,,100,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,,,10,Few (~1 to 50 deaths),,,100,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,"-16.423, 168.214"
,1999,12,11,"15.766, 119.74",15.766,119.74,7.3,PHILIPPINES,,"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ",5,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),1.794,MODERATE (~$1 to $5 million),,,,,5,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),1.794,MODERATE (~$1 to $5 million),,,,,"15.766, 119.74"
,2000,03,28,"22.338, 143.73",22.338,143.73,7.6,JAPAN,,JAPAN:  VOLCANO ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"22.338, 143.73"
Tsunami,2000,05,04,"-1.105, 123.573",-1.105,123.573,7.6,INDONESIA,,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",46,Few (~1 to 50 deaths),,,264,Many (~101 to 1000 deaths),30,EXTREME (~$25 million or more),10000,Very Many (~1001 or more houses),,,46,Few (~1 to 50 deaths),,,264,Many (~101 to 1000 deaths),30.000,EXTREME (~$25 million or more),10000,Very Many (~1001 or more houses),,,"-1.105, 123.573"
,2000,06,04,"-4.721, 102.087",-4.721,102.087,7.9,INDONESIA,,"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",103,Many (~101 to 1000 deaths),,,2174,Very Many (~1001 or more deaths),6,SEVERE (~>$5 to $24 million),,,,,103,Many (~101 to 1000 deaths),,,2174,Very Many (~1001 or more deaths),6.000,SEVERE (~>$5 to $24 million),,,,,"-4.721, 102.087"
Tsunami,2000,06,18,"-13.802, 97.453",-13.802,97.453,7.9,AUSTRALIA,,"AUSTRALIA:  S, COCOS ISLANDS",,,,,,,,,,,,,,,,,,,,,,,,,"-13.802, 97.453"
,2000,11,16,"-5.233, 153.102",-5.233,153.102,7.8,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-5.233, 153.102"
Tsunami,2000,11,16,"-4.001, 152.327",-4.001,152.327,8,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",2,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,2,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,"-4.001, 152.327"
,2000,11,17,"-5.496, 151.781",-5.496,151.781,7.8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,"-5.496, 151.781"
,2000,12,06,"39.566, 54.799",39.566,54.799,7,TURKMENISTAN,,TURKMENISTAN:  NEBITDAG-TURKMENBASHI,11,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,11,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"39.566, 54.799"
,2001,01,01,"6.898, 126.579",6.898,126.579,7.5,PHILIPPINES,,PHILIPPINES:  MINDANAO,,,,,,,,,,,,,,,,,,,,,,,,,"6.898, 126.579"
Tsunami,2001,01,13,"13.049, -88.66",13.049,-88.66,7.7,EL SALVADOR,,EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.,844,Many (~101 to 1000 deaths),,,4723,Very Many (~1001 or more deaths),753,EXTREME (~$25 million or more),108226,Very Many (~1001 or more houses),169632,Very Many (~1001 or more houses),844,Many (~101 to 1000 deaths),,,4723,Very Many (~1001 or more deaths),753.000,EXTREME (~$25 million or more),108226,Very Many (~1001 or more houses),169632,Very Many (~1001 or more houses),"13.049, -88.66"
,2001,01,26,"23.419, 70.232",23.419,70.232,7.7,INDIA,,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",20005,Very Many (~1001 or more deaths),,,166836,Very Many (~1001 or more deaths),2623,EXTREME (~$25 million or more),339000,Very Many (~1001 or more houses),339000,Very Many (~1001 or more houses),20005,Very Many (~1001 or more deaths),,,166836,Very Many (~1001 or more deaths),2623.000,EXTREME (~$25 million or more),339000,Very Many (~1001 or more houses),,,"23.419, 70.232"
Tsunami,2001,06,23,"-16.265, -73.641",-16.265,-73.641,8.4,PERU,,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",77,Some (~51 to 100 deaths),68,Some (~51 to 100 deaths),2713,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),22399,Very Many (~1001 or more houses),,,103,Many (~101 to 1000 deaths),138,Many (~101 to 1000 deaths),2713,Very Many (~1001 or more deaths),200.000,EXTREME (~$25 million or more),25399,Very Many (~1001 or more houses),,,"-16.265, -73.641"
,2001,07,07,"-17.543, -72.077",-17.543,-72.077,7.6,PERU,,"PERU:  AREQUIPA, ARICA",1,Few (~1 to 50 deaths),,,30,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),200,Many (~101 to 1000 houses),,,1,Few (~1 to 50 deaths),,,30,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),200,Many (~101 to 1000 houses),,,"-17.543, -72.077"
,2001,10,12,"12.686, 144.98",12.686,144.98,7,USA TERRITORY,GU,GUAM,,,,,1,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,,,,,1,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,"12.686, 144.98"
,2001,10,19,"-4.102, 123.907",-4.102,123.907,7.5,INDONESIA,,INDONESIA:  BANDA SEA,,,,,,,,,,,,,,,,,,,,,,,,,"-4.102, 123.907"
,2001,11,14,"35.946, 90.541",35.946,90.541,7.8,CHINA,,CHINA:  QINGHAI PROVINCE:  XIDATAN,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,"35.946, 90.541"
Tsunami,2002,01,02,"-17.6, 167.856",-17.6,167.856,7.2,VANUATU,,"VANUATU ISLANDS:  EFATE, PORT VILA",,,,,,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),,,,,,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),"-17.6, 167.856"
,2002,03,03,"36.502, 70.482",36.502,70.482,7.4,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",166,Many (~101 to 1000 deaths),,,,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),300,Many (~101 to 1000 houses),300,Many (~101 to 1000 houses),166,Many (~101 to 1000 deaths),,,,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),300,Many (~101 to 1000 houses),400,Many (~101 to 1000 houses),"36.502, 70.482"
Tsunami,2002,03,05,"6.033, 124.249",6.033,124.249,7.5,PHILIPPINES,,PHILIPPINES:  MINDANAO,15,Few (~1 to 50 deaths),,,100,Some (~51 to 100 deaths),1.714,MODERATE (~$1 to $5 million),,,800,Many (~101 to 1000 houses),15,Few (~1 to 50 deaths),,,100,Some (~51 to 100 deaths),1.714,MODERATE (~$1 to $5 million),,,800,Many (~101 to 1000 houses),"6.033, 124.249"
Tsunami,2002,03,31,"24.279, 122.179",24.279,122.179,7.1,TAIWAN,,TAIWAN:  TAIPEI,5,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),100,Some (~51 to 100 houses),,,5,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),100,Some (~51 to 100 houses),,,"24.279, 122.179"
,2002,04,26,"13.088, 144.619",13.088,144.619,7.1,USA TERRITORY,GU,GUAM,,,,,5,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,5,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"13.088, 144.619"
,2002,08,19,"-23.884, 178.495",-23.884,178.495,7.7,FIJI,,FIJI ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-23.884, 178.495"
,2002,08,19,"-21.696, -179.513",-21.696,-179.513,7.7,FIJI,,FIJI ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-21.696, -179.513"
Tsunami,2002,09,08,"-3.26, 142.94",-3.26,142.94,7.6,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",4,Few (~1 to 50 deaths),,,70,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Few (~1 to 50 houses),873,Many (~101 to 1000 houses),4,Few (~1 to 50 deaths),,,70,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Few (~1 to 50 houses),873,Many (~101 to 1000 houses),"-3.26, 142.94"
Tsunami,2002,10,10,"-1.757, 134.297",-1.757,134.297,7.6,INDONESIA,,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",8,Few (~1 to 50 deaths),,,632,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),1000,Many (~101 to 1000 houses),900,Many (~101 to 1000 houses),8,Few (~1 to 50 deaths),,,632,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),1000,Many (~101 to 1000 houses),900,Many (~101 to 1000 houses),"-1.757, 134.297"
,2002,11,02,"2.824, 96.085",2.824,96.085,7.3,INDONESIA,,INDONESIA:  SUMATERA:  SIMEULUE,3,Few (~1 to 50 deaths),,,65,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,,994,Many (~101 to 1000 houses),3,Few (~1 to 50 deaths),,,65,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,,994,Many (~101 to 1000 houses),"2.824, 96.085"
,2002,11,03,"63.517, -147.444",63.517,-147.444,7.9,USA,AK,"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",,,,,1,Few (~1 to 50 deaths),56,EXTREME (~$25 million or more),,,,,,,,,1,Few (~1 to 50 deaths),56.000,EXTREME (~$25 million or more),,,,,"63.517, -147.444"
Tsunami,2003,01,20,"-10.491, 160.77",-10.491,160.77,7.3,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",,,,,,,,,,,,,,,,,,,,,,,,,"-10.491, 160.77"
Tsunami,2003,01,22,"18.77, -104.104",18.77,-104.104,7.5,MEXICO,,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",29,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),2005,Very Many (~1001 or more houses),6615,Very Many (~1001 or more houses),29,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),2005,Very Many (~1001 or more houses),6615,Very Many (~1001 or more houses),"18.77, -104.104"
,2003,05,26,"2.354, 128.855",2.354,128.855,7,INDONESIA,,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",1,Few (~1 to 50 deaths),,,7,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),28,Few (~1 to 50 houses),20,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,7,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),28,Few (~1 to 50 houses),20,Few (~1 to 50 houses),"2.354, 128.855"
,2003,05,26,"38.849, 141.568",38.849,141.568,7,JAPAN,,"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",,,,,143,Many (~101 to 1000 deaths),233,EXTREME (~$25 million or more),,,720,Many (~101 to 1000 houses),,,,,143,Many (~101 to 1000 deaths),233.000,EXTREME (~$25 million or more),,,720,Many (~101 to 1000 houses),"38.849, 141.568"
,2003,07,15,"-2.598, 68.382",-2.598,68.382,7.6,INDIAN OCEAN,,INDIAN OCEAN:  FELT IN MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,"-2.598, 68.382"
,2003,08,04,"-60.532, -43.411",-60.532,-43.411,7.6,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-60.532, -43.411"
Tsunami,2003,08,21,"-45.104, 167.144",-45.104,167.144,7.2,NEW ZEALAND,,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-45.104, 167.144"
Tsunami,2003,09,25,"41.815, 143.91",41.815,143.91,8.3,JAPAN,,JAPAN:  HOKKAIDO,,,,,849,Many (~101 to 1000 deaths),90,EXTREME (~$25 million or more),,,,,2,Few (~1 to 50 deaths),,,849,Many (~101 to 1000 deaths),90.000,EXTREME (~$25 million or more),,,,,"41.815, 143.91"
,2003,09,27,"50.038, 87.813",50.038,87.813,7.3,RUSSIA,,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",3,Few (~1 to 50 deaths),,,5,Few (~1 to 50 deaths),10.6,SEVERE (~>$5 to $24 million),300,Many (~101 to 1000 houses),,,3,Few (~1 to 50 deaths),,,5,Few (~1 to 50 deaths),10.600,SEVERE (~>$5 to $24 million),300,Many (~101 to 1000 houses),,,"50.038, 87.813"
Tsunami,2003,10,31,"37.812, 142.619",37.812,142.619,7,JAPAN,,JAPAN:  EAST COAST HONSHU,,,,,,,,,,,,,,,,,,,,,,,,,"37.812, 142.619"
Tsunami,2003,11,17,"51.146, 178.65",51.146,178.65,7.8,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"51.146, 178.65"
,2004,02,05,"-3.615, 135.538",-3.615,135.538,7,INDONESIA,,INDONESIA:  NABIRE,37,Few (~1 to 50 deaths),,,682,Many (~101 to 1000 deaths),1,MODERATE (~$1 to $5 million),2678,Very Many (~1001 or more houses),,,37,Few (~1 to 50 deaths),,,682,Many (~101 to 1000 deaths),1.000,MODERATE (~$1 to $5 million),2678,Very Many (~1001 or more houses),,,"-3.615, 135.538"
,2004,02,07,"-4.003, 135.023",-4.003,135.023,7.3,INDONESIA,,INDONESIA:  NABIRE,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-4.003, 135.023"
Tsunami,2004,09,05,"33.184, 137.071",33.184,137.071,7.4,JAPAN,,"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI",,,,,40,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,40,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"33.184, 137.071"
Tsunami,2004,09,05,"33.07, 136.618",33.07,136.618,7.2,JAPAN,,JAPAN:  HONSHU:  W COAST: KYOTO,,,,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"33.07, 136.618"
Tsunami,2004,11,11,"-8.152, 124.868",-8.152,124.868,7.5,INDONESIA,,INDONESIA:  KEPULAUAN ALOR,34,Few (~1 to 50 deaths),,,400,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),781,Many (~101 to 1000 houses),16712,Very Many (~1001 or more houses),34,Few (~1 to 50 deaths),,,400,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),781,Many (~101 to 1000 houses),16712,Very Many (~1001 or more houses),"-8.152, 124.868"
,2004,11,15,"4.695, -77.508",4.695,-77.508,7.2,COLOMBIA,,"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",,,,,10,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),154,Many (~101 to 1000 houses),,,,,,,10,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),154,Many (~101 to 1000 houses),,,"4.695, -77.508"
Tsunami,2004,11,22,"-46.676, 164.721",-46.676,164.721,7.1,NEW ZEALAND,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-46.676, 164.721"
,2004,11,26,"-3.609, 135.404",-3.609,135.404,7.1,INDONESIA,,INDONESIA:  NABIRE,32,Few (~1 to 50 deaths),,,130,Many (~101 to 1000 deaths),55,EXTREME (~$25 million or more),328,Many (~101 to 1000 houses),,,32,Few (~1 to 50 deaths),,,130,Many (~101 to 1000 deaths),55.000,EXTREME (~$25 million or more),328,Many (~101 to 1000 houses),,,"-3.609, 135.404"
Tsunami,2004,11,28,"43.006, 145.119",43.006,145.119,7,JAPAN,,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",,,,,24,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,24,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),"43.006, 145.119"
Tsunami,2004,12,23,"-49.312, 161.345",-49.312,161.345,8.1,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,"-49.312, 161.345"
Tsunami,2004,12,26,"3.316, 95.854",3.316,95.854,9.1,INDONESIA,,INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST,1001,Very Many (~1001 or more deaths),,,,Many (~101 to 1000 deaths),10000,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),227899,Very Many (~1001 or more deaths),,,,Many (~101 to 1000 deaths),10000.000,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),"3.316, 95.854"
Tsunami,2005,03,28,"2.085, 97.108",2.085,97.108,8.6,INDONESIA,,INDONESIA:  SUMATERA:  SW,1303,Very Many (~1001 or more deaths),,,340,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),300,Many (~101 to 1000 houses),300,Many (~101 to 1000 houses),1313,Very Many (~1001 or more deaths),,,340,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),300,Many (~101 to 1000 houses),,,"2.085, 97.108"
,2005,06,13,"-19.987, -69.197",-19.987,-69.197,7.7,CHILE,,CHILE:  TARAPACA,11,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),,,544,Many (~101 to 1000 houses),,,11,Few (~1 to 50 deaths),,,200,Many (~101 to 1000 deaths),,,544,Many (~101 to 1000 houses),,,"-19.987, -69.197"
Tsunami,2005,06,15,"41.301, -125.97",41.301,-125.97,7.2,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,,,,,,,,,,,,,,,,,,,,,,,,,"41.301, -125.97"
,2005,07,24,"7.92, 92.19",7.92,92.19,7.2,INDIA,,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,"7.92, 92.19"
Tsunami,2005,08,16,"38.276, 142.039",38.276,142.039,7.2,JAPAN,,JAPAN:  EAST COAST HONSHU,,,,,56,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),1,Few (~1 to 50 houses),,,,,,,56,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),1,Few (~1 to 50 houses),,,"38.276, 142.039"
,2005,09,09,"-4.539, 153.474",-4.539,153.474,7.7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,,,,,,,,,,,,,,,,,,,,,,,,,"-4.539, 153.474"
,2005,09,26,"-5.678, -76.398",-5.678,-76.398,7.5,PERU,,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",5,Few (~1 to 50 deaths),,,60,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,5,Few (~1 to 50 deaths),,,60,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,"-5.678, -76.398"
,2005,10,08,"34.539, 73.588",34.539,73.588,7.6,PAKISTAN,,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",76213,Very Many (~1001 or more deaths),,,146599,Very Many (~1001 or more deaths),6680,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),76213,Very Many (~1001 or more deaths),,,146599,Very Many (~1001 or more deaths),6680.000,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,"34.539, 73.588"
Tsunami,2005,11,14,"38.107, 144.896",38.107,144.896,7,JAPAN,,JAPAN:  EAST COAST HONSHU,,,,,,,,,,,,,,,,,,,,,,,,,"38.107, 144.896"
,2006,01,27,"-5.473, 128.131",-5.473,128.131,7.6,INDONESIA,,INDONESIA:  BANDA SEA,,,,,,,,,,,,,,,,,,,,,,,,,"-5.473, 128.131"
,2006,02,22,"-21.324, 33.583",-21.324,33.583,7,MOZAMBIQUE,,MOZAMBIQUE,4,Few (~1 to 50 deaths),,,36,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),294,Many (~101 to 1000 houses),,,4,Few (~1 to 50 deaths),,,36,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),294,Many (~101 to 1000 houses),,,"-21.324, 33.583"
,2006,04,20,"60.949, 167.089",60.949,167.089,7.6,RUSSIA,,RUSSIA:  KORYAKSKIY,,,,,40,Few (~1 to 50 deaths),55,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,,,,,40,Few (~1 to 50 deaths),55.000,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,"60.949, 167.089"
Tsunami,2006,05,03,"-20.187, -174.123",-20.187,-174.123,7.9,TONGA,,TONGA ISLANDS,,,,,1,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,1,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"-20.187, -174.123"
Tsunami,2006,07,17,"-9.254, 107.411",-9.254,107.411,7.7,INDONESIA,,INDONESIA:  JAVA,,,,,,,,,,,,,802,Many (~101 to 1000 deaths),,,498,Many (~101 to 1000 deaths),55.000,EXTREME (~$25 million or more),1623,Very Many (~1001 or more houses),,,"-9.254, 107.411"
Tsunami,2006,11,15,"46.592, 153.266",46.592,153.266,8.3,RUSSIA,,RUSSIA:  KURIL ISLANDS,,,,,,,,,,,,,,,,,1,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,"46.592, 153.266"
Tsunami,2006,12,26,"21.799, 120.547",21.799,120.547,7,TAIWAN,,TAIWAN:  PINGTUNG,2,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,2,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,"21.799, 120.547"
Tsunami,2007,01,13,"46.243, 154.524",46.243,154.524,8.1,RUSSIA,,RUSSIA:  KURIL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"46.243, 154.524"
,2007,01,21,"1.065, 126.282",1.065,126.282,7.5,INDONESIA,,INDONESIA:  MOLUCCA ISLANDS:  N,4,Few (~1 to 50 deaths),,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,4,Few (~1 to 50 deaths),,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"1.065, 126.282"
Tsunami,2007,03,25,"-20.617, 169.357",-20.617,169.357,7.1,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-20.617, 169.357"
Tsunami,2007,04,01,"-8.466, 157.043",-8.466,157.043,8.1,SOLOMON ISLANDS,,SOLOMON ISLANDS,2,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),300,Many (~101 to 1000 houses),500,Many (~101 to 1000 houses),52,Some (~51 to 100 deaths),,,,,,SEVERE (~>$5 to $24 million),2500,Very Many (~1001 or more houses),500,Many (~101 to 1000 houses),"-8.466, 157.043"
,2007,08,01,"-15.595, 167.68",-15.595,167.68,7.2,VANUATU,,VANUATU ISLANDS:  LUGANVILLE,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,"-15.595, 167.68"
,2007,08,08,"-5.968, 107.655",-5.968,107.655,7.5,INDONESIA,,INDONESIA:  JAVA,,,,,,,,,,,,,,,,,,,,,,,,,"-5.968, 107.655"
